ensembl_gene_id,percentage_gene_gc_content,external_gene_name,entrezgene_id
ENSG00000261079,56.07,AC009053.2,
ENSG00000253345,52.45,IGHVII-22-1,
ENSG00000123427,48.38,EEF1AKMT3,25895
ENSG00000254045,64.29,IGHVIII-22-2,
ENSG00000196436,45.68,NPIPB15,440348
ENSG00000211949,51.21,IGHV3-23,
ENSG00000211950,55.85,IGHV1-24,
ENSG00000276822,62.96,AC009053.4,
ENSG00000238275,58.21,HOMER2P2,
ENSG00000276210,37.66,LINC00226,
ENSG00000140839,57.12,CLEC18B,497190
ENSG00000253441,49.22,IGHV3-25,
ENSG00000253367,52.70,IGHVIII-25-1,
ENSG00000211951,53.75,IGHV2-26,
ENSG00000257921,44.84,AC025165.3,
ENSG00000253462,48.40,IGHVIII-26-1,
ENSG00000253482,52.31,IGHVII-26-2,
ENSG00000123297,44.14,TSFM,10102
ENSG00000254326,54.59,IGHV7-27,
ENSG00000211952,55.82,IGHV4-28,
ENSG00000253149,48.62,IGHVII-28-1,
ENSG00000254289,44.54,IGHV3-32,
ENSG00000270550,51.88,IGHV3-30,
ENSG00000275107,60.87,MIR6782,102465469
ENSG00000260793,54.03,AC003102.1,
ENSG00000253491,48.84,IGHVII-30-1,
ENSG00000253587,47.88,IGHV3-30-2,
ENSG00000267691,55.41,SHC1P2,
ENSG00000231475,56.47,IGHV4-31,
ENSG00000004939,55.79,SLC4A1,6521
ENSG00000283607,47.86,IGHVII-30-21,
ENSG00000270474,45.41,IGHV3-29,
ENSG00000144230,59.40,GPR17,2840
ENSG00000211955,52.44,IGHV3-33,
ENSG00000254203,50.00,IGHVII-33-1,
ENSG00000253440,47.95,IGHV3-33-2,
ENSG00000211956,55.69,IGHV4-34,
ENSG00000237928,43.01,NFIA-AS2,100996570
ENSG00000253325,53.92,IGHV7-34-1,
ENSG00000211957,50.32,IGHV3-35,
ENSG00000253240,48.47,IGHV3-36,
ENSG00000253359,48.06,IGHV3-37,
ENSG00000211958,52.17,IGHV3-38,
ENSG00000261170,47.15,AC009053.3,107984827
ENSG00000253989,41.49,IGHVIII-38-1,
ENSG00000211959,54.53,IGHV4-39,
ENSG00000253467,43.92,IGHV7-40,
ENSG00000237853,35.00,NFIA-AS1,645030
ENSG00000136709,41.82,WDR33,55339
ENSG00000228757,58.16,AC244452.1,
ENSG00000253294,56.90,IGHVII-40-1,
ENSG00000090863,42.38,GLG1,2734
ENSG00000278473,48.78,IGHV3-41,
ENSG00000145103,44.15,ILDR1,286676
ENSG00000228966,56.85,HOMER2P1,
ENSG00000284160,71.64,MIR7706,102465803
ENSG00000254228,50.00,IGHV3-42,
ENSG00000251891,40.32,RNU7-79P,
ENSG00000259630,43.60,FABP5P9,
ENSG00000232216,50.47,IGHV3-43,
ENSG00000284808,41.30,AC099791.3,
ENSG00000259375,47.84,AC087286.3,
ENSG00000283195,52.86,IGHVII-43-1,
ENSG00000259367,39.19,AC087286.2,
ENSG00000287224,45.58,AC099791.4,
ENSG00000283562,38.66,IGHVIII-44,
ENSG00000106328,48.27,FSCN3,29999
ENSG00000259276,38.80,AC087286.1,
ENSG00000223920,61.40,AC099791.1,
ENSG00000283464,53.36,AC244452.3,
ENSG00000270816,41.66,LINC00221,338005
ENSG00000202081,42.99,RNU6-1280P,
ENSG00000259453,44.32,AC087286.4,
ENSG00000259544,37.83,AC021739.3,
ENSG00000162604,39.63,TM2D1,83941
ENSG00000259407,48.91,AC021739.2,
ENSG00000259762,59.43,AC021739.4,
ENSG00000259416,55.74,LINC02883,
ENSG00000183655,53.56,KLHL25,64410
ENSG00000253465,49.03,IGHVIV-44-1,
ENSG00000253895,48.00,IGHVII-44-2,
ENSG00000211961,54.44,IGHV1-45,
ENSG00000211962,51.35,IGHV1-46,
ENSG00000253808,51.35,IGHVII-46-1,
ENSG00000221634,56.63,MIR1276,100302121
ENSG00000259195,54.60,AC021739.1,
ENSG00000229092,50.22,IGHV3-47,
ENSG00000253862,43.50,IGHVIII-47-1,
ENSG00000211964,50.47,IGHV3-48,
ENSG00000211965,50.55,IGHV3-49,
ENSG00000106331,50.72,PAX4,5078
ENSG00000252931,37.86,RNU6-231P,
ENSG00000264406,31.25,MIR548AP,100847084
ENSG00000259608,46.27,AC104229.1,
ENSG00000253386,56.25,IGHVII-49-1,
ENSG00000253241,46.24,IGHV3-50,
ENSG00000260477,40.47,LINC01584,101929701
ENSG00000211966,58.01,IGHV5-51,
ENSG00000135407,47.57,AVIL,10677
ENSG00000254167,51.14,IGHV8-51-1,
ENSG00000253941,52.51,IGHVII-51-2,
ENSG00000253545,52.33,IGHV3-52,
ENSG00000110203,45.32,FOLR3,2352
ENSG00000211967,53.87,IGHV3-53,
ENSG00000202388,41.82,Y_RNA,
ENSG00000253714,55.29,IGHVII-53-1,
ENSG00000275475,45.64,IGHV3-54,
ENSG00000114013,40.77,CD86,942
ENSG00000254395,58.09,IGHV4-55,
ENSG00000253131,55.86,IGHV7-56,
ENSG00000253759,47.50,IGHV3-57,
ENSG00000271200,61.12,AC099791.2,
ENSG00000211968,55.31,IGHV1-58,
ENSG00000224373,54.25,IGHV4-59,
ENSG00000253742,49.89,IGHV3-60,
ENSG00000151466,36.17,SCLT1,132320
ENSG00000132849,40.65,PATJ,10207
ENSG00000199480,52.17,RNA5SP389,
ENSG00000254329,52.73,IGHVII-60-1,
ENSG00000211970,55.84,IGHV4-61,
ENSG00000253132,50.23,IGHV3-62,
ENSG00000253747,53.19,IGHVII-62-1,
ENSG00000268434,60.95,AC011530.1,
ENSG00000253936,44.49,IGHV3-63,
ENSG00000223648,50.56,IGHV3-64,
ENSG00000173349,48.51,SFT2D3,84826
ENSG00000201470,41.67,RNY4P7,
ENSG00000200390,42.45,Y_RNA,
ENSG00000274010,50.17,ZFP91P1,
ENSG00000257075,44.25,RPEP6,
ENSG00000253209,49.89,IGHV3-65,
ENSG00000256518,56.08,FOLR1P1,
ENSG00000253169,50.33,IGHVII-65-1,
ENSG00000144231,45.36,POLR2D,5433
ENSG00000211972,52.08,IGHV3-66,
ENSG00000273540,39.11,AGBL1,123624
ENSG00000185800,57.64,DMWD,1762
ENSG00000204971,47.32,AP000812.1,
ENSG00000253274,54.32,IGHV1-67,
ENSG00000255860,49.47,AP000812.2,
ENSG00000223506,42.47,SLC20A1P1,
ENSG00000110195,50.62,FOLR1,2348
ENSG00000254298,49.30,AC008641.1,
ENSG00000253820,47.83,IGHVII-67-1,
ENSG00000254036,37.50,IGHVIII-67-2,
ENSG00000285420,48.94,PDGFRL2P,
ENSG00000253635,45.26,IGHVIII-67-3,
ENSG00000254052,47.64,IGHVIII-67-4,
ENSG00000198624,45.80,CCDC69,26112
ENSG00000253703,53.74,IGHV1-68,
ENSG00000211973,55.42,IGHV1-69,
ENSG00000211974,53.08,IGHV2-70D,
ENSG00000202532,40.57,RNU6-395P,
ENSG00000244563,50.43,RPS26P19,
ENSG00000104941,52.71,RSPH6A,81492
ENSG00000282600,49.67,IGHV3-69-1,
ENSG00000273950,51.94,Metazoa_SRP,
ENSG00000281990,53.88,IGHV1-69-2,
ENSG00000283571,53.59,AC245369.1,
ENSG00000144233,45.76,AMMECR1L,83607
ENSG00000280411,55.33,IGHV1-69D,
ENSG00000274576,51.58,IGHV2-70,
ENSG00000240790,42.78,AC073934.1,
ENSG00000254056,50.00,IGHV3-71,
ENSG00000225698,51.57,IGHV3-72,
ENSG00000197157,42.44,SND1,27044
ENSG00000270039,37.89,AC025165.5,
ENSG00000206749,40.19,RNU6-1083P,
ENSG00000269903,49.88,AC025165.4,
ENSG00000175215,51.21,CTDSP2,10106
ENSG00000211976,54.07,IGHV3-73,
ENSG00000287977,37.88,AC068630.1,
ENSG00000285486,50.38,AC003043.2,
ENSG00000239702,56.42,RN7SL507P,
ENSG00000224650,52.75,IGHV3-74,
ENSG00000252964,47.75,RNA5SP400,
ENSG00000267750,52.53,RUNDC3A-AS1,
ENSG00000261077,51.12,AC016180.2,
ENSG00000254134,51.45,IGHVII-74-1,
ENSG00000036828,41.14,CASR,846
ENSG00000254176,49.46,IGHV3-75,
ENSG00000253247,49.83,IGHV3-76,
ENSG00000253310,46.85,IGHVIII-76-1,
ENSG00000221496,43.93,U3,
ENSG00000252628,36.47,RNU6-453P,
ENSG00000265929,51.30,MIR5195,100847062
ENSG00000211978,57.29,IGHV5-78,
ENSG00000108309,59.03,RUNDC3A,10900
ENSG00000200206,38.36,AC016180.1,
ENSG00000260125,38.90,AGBL1-AS1,727915
ENSG00000253674,52.79,IGHVII-78-1,
ENSG00000275747,47.34,IGHV3-79,
ENSG00000196743,47.41,GM2A,2760
ENSG00000283906,56.44,IGHV4-80,
ENSG00000259734,46.15,AC012229.1,
ENSG00000211979,56.24,IGHV7-81,
ENSG00000259636,40.87,AC016987.2,105370954
ENSG00000259620,35.83,AC016987.1,102724452
ENSG00000259560,39.01,AC020687.1,
ENSG00000253303,46.80,IGHVIII-82,
ENSG00000272667,51.90,AC012306.2,
ENSG00000286873,45.62,AC012306.3,
ENSG00000204399,40.35,AC012306.1,
ENSG00000186334,42.70,SLC36A3,285641
ENSG00000207789,47.62,MIR26A2,407016
ENSG00000257953,47.88,AC083805.2,
ENSG00000125755,51.53,SYMPK,8189
ENSG00000136715,43.39,SAP130,79595
ENSG00000245651,47.05,AC083805.1,283387
ENSG00000207150,40.19,RNU6-185P,
ENSG00000259527,40.10,LINC00052,145978
ENSG00000287391,40.45,AC103871.1,
ENSG00000275647,35.56,AC093783.1,
ENSG00000165457,48.88,FOLR2,2350
ENSG00000281369,57.14,AC093826.1,
ENSG00000140538,45.30,NTRK3,4916
ENSG00000273805,52.96,AC083805.3,
ENSG00000151470,35.63,C4orf33,132321
ENSG00000166896,41.10,ATP23,91419
ENSG00000251794,46.48,RNU6-237P,
ENSG00000207525,40.59,Y_RNA,
ENSG00000240861,50.60,AC009153.1,
ENSG00000270945,48.08,HSPE1P7,
ENSG00000168411,43.53,RFWD3,55159
ENSG00000257698,38.98,GIHCG,
ENSG00000240236,46.07,HNRNPA1P23,
ENSG00000121552,41.80,CSTA,1475
ENSG00000186335,43.16,SLC36A2,153201
ENSG00000257159,34.50,AC084033.1,
ENSG00000160124,39.16,CCDC58,131076
ENSG00000251345,56.09,CDRT15P11,
ENSG00000222210,50.48,RN7SKP65,
ENSG00000257668,45.19,AC084033.2,
ENSG00000257541,42.66,LINC02403,105369785
ENSG00000279134,44.74,AC090643.1,
ENSG00000248958,49.86,ZSWIM5P3,
ENSG00000279411,41.70,AC090643.2,
ENSG00000241423,39.96,RPL21P103,
ENSG00000013306,61.11,SLC25A39,51629
ENSG00000258133,51.01,AC025578.1,
ENSG00000258231,37.27,AC020637.1,100506869
ENSG00000251195,28.26,AC105417.1,
ENSG00000240579,59.65,AC006529.1,
ENSG00000250193,33.58,AC082650.1,
ENSG00000279078,43.69,SND1-IT1,27099
ENSG00000287748,40.04,AC082650.2,
ENSG00000246876,35.34,LINC02466,101927282
ENSG00000262904,43.63,TMPOP2,
ENSG00000128594,56.07,LRRC4,64101
ENSG00000168404,45.73,MLKL,197259
ENSG00000257259,37.23,LINC02388,101927653
ENSG00000270904,52.96,ATP6V1G1P5,
ENSG00000253897,42.00,AC034205.2,
ENSG00000207588,61.00,MIR593,693178
ENSG00000207705,48.61,MIR129-1,406917
ENSG00000174697,49.04,LEP,3952
ENSG00000139263,39.12,LRIG3,121227
ENSG00000114023,38.78,FAM162A,26355
ENSG00000249618,35.70,LINC02465,107986313
ENSG00000253472,41.22,AC034205.1,
ENSG00000271494,50.96,AC034205.3,
ENSG00000272915,54.40,AC018635.2,
ENSG00000123643,42.72,SLC36A1,206358
ENSG00000106344,43.22,RBM28,55131
ENSG00000165458,58.53,INPPL1,3636
ENSG00000103089,50.89,FA2H,79152
ENSG00000196981,39.93,WDR5B,54554
ENSG00000234044,41.59,AC108059.2,
ENSG00000272758,39.37,WDR5B-DT,
ENSG00000200432,43.14,Y_RNA,
ENSG00000261458,51.20,AC009132.1,
ENSG00000136731,40.84,UGGT1,56886
ENSG00000103091,44.73,WDR59,79726
ENSG00000234125,51.39,EEF1GP8,
ENSG00000242531,38.17,AC083798.1,
ENSG00000251326,34.68,LINC02479,
ENSG00000248877,42.25,PGBD4P4,
ENSG00000114030,38.26,KPNA1,3836
ENSG00000249018,44.53,GAPDHP56,
ENSG00000280059,31.95,AC093831.2,
ENSG00000250503,29.40,AC093831.1,
ENSG00000287924,42.07,AC093902.1,
ENSG00000250213,50.59,AC025554.1,
ENSG00000206782,36.45,RNU6-224P,
ENSG00000250102,34.90,LINC02377,
ENSG00000257443,36.72,AC068305.2,
ENSG00000244390,44.77,RPS6P22,
ENSG00000248715,55.98,AC105424.1,
ENSG00000257288,43.15,AC068305.1,
ENSG00000241392,47.89,RN7SL205P,
ENSG00000286351,34.43,AC046129.1,
ENSG00000251676,50.56,SNHG27,101927305
ENSG00000286279,35.39,AC108721.2,
ENSG00000258214,35.20,AC108721.1,
ENSG00000242261,43.40,AC018635.1,
ENSG00000212599,35.64,RNU6-279P,
ENSG00000251931,33.00,RNU6-871P,
ENSG00000238750,45.16,RNU7-27P,
ENSG00000257230,38.59,LINC02448,
ENSG00000224940,57.37,PRRT4,401399
ENSG00000202471,34.44,RNU4-20P,
ENSG00000118596,35.79,SLC16A7,9194
ENSG00000252014,49.09,SNORA70,
ENSG00000249416,45.09,AC107393.1,
ENSG00000184139,49.21,RPL7AP28,
ENSG00000251555,34.23,AC096711.2,
ENSG00000251598,34.32,AC093916.1,
ENSG00000249463,28.17,AC096711.1,
ENSG00000251051,39.34,ELL2P2,
ENSG00000248369,33.37,AC114741.1,
ENSG00000251398,34.84,LINC01256,104355285
ENSG00000249038,49.89,AARS1P1,
ENSG00000106348,57.06,IMPDH1,3614
ENSG00000251488,35.36,AC115622.1,
ENSG00000249513,34.69,AC110751.1,
ENSG00000200227,47.06,RNA5SP197,
ENSG00000086570,46.35,FAT2,2196
ENSG00000250241,34.28,AC105383.1,
ENSG00000269148,52.70,AC092301.1,
ENSG00000170608,53.20,FOXA3,3171
ENSG00000186187,45.85,ZNRF1,84937
ENSG00000170604,68.55,IRF2BP1,26145
ENSG00000176182,54.09,MYPOP,339344
ENSG00000267211,49.16,AC003043.1,
ENSG00000188425,59.62,NANOS2,339345
ENSG00000104967,51.25,NOVA2,4858
ENSG00000259183,40.69,MED28P6,
ENSG00000030582,57.73,GRN,2896
ENSG00000260305,52.76,NTRK3-AS1,283738
ENSG00000259494,40.93,MRPL46,26589
ENSG00000248735,45.92,R3HDM2P1,
ENSG00000165462,61.28,PHOX2A,401
ENSG00000138650,33.93,PCDH10,57575
ENSG00000104983,52.56,CCDC61,729440
ENSG00000257146,42.11,AC079905.2,
ENSG00000247033,54.12,AC099508.1,
ENSG00000271795,49.23,AC011337.1,
ENSG00000237176,58.11,AC079905.1,
ENSG00000276622,54.84,MIR6499,102465246
ENSG00000228286,58.83,AP000593.2,
ENSG00000288081,47.48,AC011374.3,
ENSG00000166816,62.41,LDHD,197257
ENSG00000257294,32.04,AC080011.1,
ENSG00000260581,40.66,AC011374.1,105378231
ENSG00000285864,39.98,AP000593.4,
ENSG00000287014,34.22,AC087883.2,
ENSG00000173867,44.47,AC013489.1,
ENSG00000213365,52.53,AP000593.1,
ENSG00000258184,34.53,AC087883.1,
ENSG00000113140,47.82,SPARC,6678
ENSG00000286467,37.30,AC108052.1,
ENSG00000252607,40.68,Y_RNA,
ENSG00000251822,34.21,AC090022.1,
ENSG00000250191,51.17,AC105252.1,
ENSG00000257865,47.27,AC090022.2,
ENSG00000257308,40.08,AC090017.1,
ENSG00000181991,45.95,MRPS11,64963
ENSG00000162129,45.77,CLPB,81570
ENSG00000258336,45.17,DUX4L52,
ENSG00000251199,34.19,AC015631.1,
ENSG00000286402,36.85,AC090629.1,
ENSG00000198673,36.80,TAFA2,338811
ENSG00000211580,61.86,MIR769,768217
ENSG00000008438,57.65,PGLYRP1,8993
ENSG00000229173,54.07,SRMP3,
ENSG00000232101,45.03,AC108059.1,
ENSG00000268401,45.47,AC007785.3,
ENSG00000229758,42.71,DYNLT3P2,
ENSG00000185631,46.27,RPL14P6,
ENSG00000204869,41.68,IGFL4,444882
ENSG00000238180,44.33,RPL21P34,
ENSG00000136720,53.20,HS6ST1,9394
ENSG00000275348,43.33,AC096861.1,
ENSG00000251388,35.09,AC079380.1,
ENSG00000287207,42.09,AC096861.2,
ENSG00000286253,36.60,AC096763.1,
ENSG00000261058,44.30,AC099508.2,
ENSG00000204866,40.54,IGFL2,147920
ENSG00000254535,36.25,PABPC4L,132430
ENSG00000138496,42.46,PARP9,83666
ENSG00000184517,42.26,ZFP1,162239
ENSG00000279945,49.52,AC013489.3,
ENSG00000252742,39.39,Y_RNA,
ENSG00000248191,55.93,PES1P1,
ENSG00000238379,50.85,RNA5SP103,
ENSG00000227653,43.85,ISCA1P6,
ENSG00000242922,40.79,RPL21P104,
ENSG00000251291,34.69,LINC02462,
ENSG00000140543,43.27,DET1,55070
ENSG00000257528,56.08,KRT8P19,
ENSG00000213363,54.21,RPS3P6,
ENSG00000257880,41.58,AC078789.1,
ENSG00000237532,51.93,AC012451.1,
ENSG00000258316,54.97,KLF17P1,
ENSG00000238277,45.08,AC068483.1,
ENSG00000204460,40.27,LINC01854,151121
ENSG00000249000,36.14,AC093722.1,
ENSG00000135655,34.93,USP15,9958
ENSG00000249847,32.98,AC104619.2,
ENSG00000267922,43.26,AC007785.1,
ENSG00000233428,46.54,PPIAP65,
ENSG00000249035,45.21,CLMAT3,101927096
ENSG00000268053,38.85,AC007785.2,
ENSG00000251228,50.20,AC104619.4,
ENSG00000229536,42.79,LINC02572,105373615
ENSG00000188624,38.92,IGFL3,388555
ENSG00000241411,56.74,AC104619.1,
ENSG00000250144,45.93,AC104619.3,
ENSG00000222102,52.41,RN7SKP232,
ENSG00000272112,36.12,AC011374.2,
ENSG00000248434,35.12,AC107463.1,
ENSG00000177556,46.30,ATOX1,475
ENSG00000286957,49.79,AC079776.5,
ENSG00000213318,49.43,AC009078.1,
ENSG00000259339,47.76,TGIF1P1,
ENSG00000200575,42.31,RNU6-414P,
ENSG00000248456,34.94,LINC02485,
ENSG00000212360,40.38,RNU6-1177P,
ENSG00000214100,50.54,PLAC9P1,389033
ENSG00000236646,48.52,LAMTOR5P1,
ENSG00000269729,45.19,AC006262.2,
ENSG00000168928,65.09,CTRB2,440387
ENSG00000242860,52.04,RN7SL180P,
ENSG00000283432,34.29,U6,
ENSG00000237574,46.43,LINC01856,101927924
ENSG00000263908,45.95,MIR3116-1,100422902
ENSG00000250834,53.34,KRT18P54,
ENSG00000283690,47.06,MIR3116-2,100422946
ENSG00000259569,57.97,AC013489.2,
ENSG00000234204,47.39,PIGPP2,
ENSG00000268621,49.30,IGFL2-AS1,645553
ENSG00000249487,39.06,LINC01586,101929743
ENSG00000234088,40.99,RPS15AP7,
ENSG00000248104,48.11,TARS2P1,
ENSG00000234559,43.24,RPL22P7,
ENSG00000240563,43.26,L1TD1,54596
ENSG00000250865,33.80,AC105362.1,
ENSG00000225449,41.77,RAB6C-AS1,100131320
ENSG00000248330,33.03,LINC00613,100507528
ENSG00000237227,51.47,AL162739.1,
ENSG00000221630,41.76,MIR1179,100302235
ENSG00000207703,50.91,MIR7-2,407044
ENSG00000207322,51.22,RNU1-89P,
ENSG00000200174,43.64,Y_RNA,
ENSG00000283484,47.44,MIR3529,100616238
ENSG00000251492,34.52,AC104136.1,
ENSG00000222014,43.12,RAB6C,84084
ENSG00000181026,51.37,AEN,64782
ENSG00000132854,46.96,KANK4,163782
ENSG00000284619,41.00,AC079776.3,
ENSG00000286026,39.79,AC079776.4,
ENSG00000253921,44.97,AC091982.1,
ENSG00000250207,64.48,AC079776.2,
ENSG00000261166,34.00,AC073429.2,
ENSG00000268879,60.04,IGFL1P1,
ENSG00000217289,56.25,AC079776.1,
ENSG00000213433,50.58,RPLP1P6,
ENSG00000251567,34.80,AC018680.1,
ENSG00000268460,50.10,AC006262.1,93429
ENSG00000231147,44.22,ARHGAP42P2,
ENSG00000275765,61.96,AC091982.3,
ENSG00000250665,33.01,AC073429.1,
ENSG00000249311,43.19,TERF1P3,
ENSG00000279749,36.31,AC093875.1,
ENSG00000180178,38.88,FAR2P1,
ENSG00000248869,35.07,LINC02511,105377441
ENSG00000269637,48.59,RPL12P41,
ENSG00000168925,57.35,CTRB1,1504
ENSG00000161682,60.58,FAM171A2,284069
ENSG00000172183,51.94,ISG20,3669
ENSG00000286058,42.01,AC018865.2,
ENSG00000250341,32.98,LINC02510,
ENSG00000269745,54.46,AC006262.3,
ENSG00000250813,41.18,SERF1AP1,
ENSG00000188293,56.39,IGFL1,374918
ENSG00000145907,39.46,G3BP1,10146
ENSG00000251440,41.69,STMN1P2,
ENSG00000213448,45.78,RPS23P2,
ENSG00000189184,36.59,PCDH18,54510
ENSG00000277748,51.95,AC006262.4,
ENSG00000231240,63.89,KLF2P1,
ENSG00000268238,61.50,IGFL1P2,
ENSG00000248313,52.81,CYP4F27P,
ENSG00000259676,40.39,AC103982.1,
ENSG00000196604,38.86,POTEF,728378
ENSG00000124440,50.20,HIF3A,64344
ENSG00000157766,50.27,ACAN,176
ENSG00000228471,35.66,AC018865.1,
ENSG00000224087,36.98,POTEF-AS1,
ENSG00000267634,45.53,RPL7L1P5,
ENSG00000252223,45.79,RNU6-1049P,
ENSG00000240338,61.16,AC009078.2,100506281
ENSG00000223760,48.17,MED15P9,285103
ENSG00000201153,37.04,RNU6-371P,
ENSG00000005961,54.81,ITGA2B,3674
ENSG00000162607,39.48,USP1,7398
ENSG00000152076,61.70,CCDC74B,91409
ENSG00000163840,44.22,DTX3L,151636
ENSG00000050820,59.70,BCAR1,9564
ENSG00000251632,35.34,LINC02172,105377443
ENSG00000280352,37.57,AC116563.2,
ENSG00000250126,35.08,AC116563.1,
ENSG00000250777,35.92,AC131956.2,
ENSG00000287441,35.09,AC131956.3,
ENSG00000250034,33.87,AC131956.1,
ENSG00000287144,35.58,AC097511.1,
ENSG00000248307,37.26,LINC00616,641365
ENSG00000173200,40.52,PARP15,165631
ENSG00000284360,70.83,MIR6125,102465133
ENSG00000200814,37.38,RNU6-595P,
ENSG00000275881,55.11,Metazoa_SRP,
ENSG00000186566,40.95,GPATCH8,23131
ENSG00000061987,36.21,MON2,23041
ENSG00000116641,36.07,DOCK7,85440
ENSG00000136699,53.96,SMPD4,55627
ENSG00000255843,47.04,AP000593.3,
ENSG00000256739,44.21,AP002892.2,
ENSG00000255672,46.79,AP002892.1,
ENSG00000256403,46.19,AP003785.1,
ENSG00000237408,41.59,ART2BP,
ENSG00000238048,43.65,ART2P,
ENSG00000140511,52.81,HAPLN3,145864
ENSG00000276109,46.61,AP005019.2,
ENSG00000274664,58.51,AP005019.1,
ENSG00000243918,49.01,EIF4BP8,
ENSG00000227467,47.63,LINC01537,101928555
ENSG00000173193,40.87,PARP14,54625
ENSG00000240589,53.33,RN7SL258P,
ENSG00000186642,55.35,PDE2A,5138
ENSG00000250033,37.60,SLC7A11-AS1,641364
ENSG00000283045,33.63,AC103703.1,
ENSG00000180340,55.78,FZD2,2535
ENSG00000271222,45.65,AC091152.3,
ENSG00000199796,38.89,RNU6-924P,
ENSG00000269124,49.33,AC007193.2,
ENSG00000140545,55.57,MFGE8,4240
ENSG00000267384,60.45,SMCO4P1,
ENSG00000151012,35.52,SLC7A11,23657
ENSG00000011485,50.70,PPP5C,5536
ENSG00000266979,40.84,LINC01180,101927017
ENSG00000180336,40.15,MEIOC,284071
ENSG00000228700,47.26,AC010655.1,
ENSG00000238590,45.16,RNU7-54P,
ENSG00000273184,44.96,AC010655.4,
ENSG00000135245,51.52,HILPDA,29923
ENSG00000280152,59.43,AC009078.3,
ENSG00000252101,39.33,RNU6-758P,
ENSG00000153774,42.30,CFDP1,10428
ENSG00000240758,45.60,AC010655.2,
ENSG00000272601,42.20,AC010655.3,
ENSG00000165055,45.29,METTL2B,55798
ENSG00000249091,36.38,AC093903.1,
ENSG00000180329,39.85,CCDC43,124808
ENSG00000248397,38.40,LINC00498,
ENSG00000169087,39.98,HSPBAP1,79663
ENSG00000251372,38.17,LINC00499,100874047
ENSG00000259999,41.22,AC009054.1,
ENSG00000145888,41.69,GLRA1,2741
ENSG00000267160,29.78,AC091152.2,
ENSG00000261783,40.26,AC009054.2,
ENSG00000138463,38.04,SLC49A4,84925
ENSG00000252122,56.30,AC009163.2,
ENSG00000279879,47.98,AC091152.4,
ENSG00000261717,44.12,AC009163.5,
ENSG00000161692,47.89,DBF4B,80174
ENSG00000274220,46.42,AC009163.7,
ENSG00000166822,44.64,TMEM170A,124491
ENSG00000249381,37.62,LINC00500,
ENSG00000248305,42.87,AC105416.1,
ENSG00000248795,55.98,AC098859.1,
ENSG00000276988,55.95,Metazoa_SRP,
ENSG00000273270,51.96,AC090114.2,
ENSG00000250977,43.67,AC098859.2,
ENSG00000280828,41.25,AC090114.3,
ENSG00000250501,40.07,AC093766.1,
ENSG00000273033,43.74,LINC02035,100129550
ENSG00000082684,50.17,SEMA5B,54437
ENSG00000213280,52.90,AC090114.1,
ENSG00000261476,46.60,AC009163.4,
ENSG00000242588,41.42,AC108010.1,
ENSG00000183196,49.97,CHST6,4166
ENSG00000281896,48.09,AC018638.8,
ENSG00000223189,40.38,RNU6-177P,
ENSG00000243302,58.96,AC018638.4,
ENSG00000230715,65.26,AC018638.2,
ENSG00000229413,65.45,AC018638.1,
ENSG00000243679,67.24,AC018638.5,
ENSG00000250195,42.68,AC109927.1,105377448
ENSG00000281490,61.06,CICP14,
ENSG00000203472,50.42,AC009163.1,
ENSG00000273971,35.96,AC009163.6,
ENSG00000271553,33.21,AC018638.7,
ENSG00000259350,42.29,AC067805.1,
ENSG00000262583,46.06,TMEM231P1,
ENSG00000241493,51.99,AC018638.3,
ENSG00000250577,41.58,AC109927.2,
ENSG00000259489,52.51,KRT18P47,
ENSG00000151014,44.82,NOCT,25819
ENSG00000261549,38.38,AC107954.1,
ENSG00000205085,46.44,FAM71F2,346653
ENSG00000268810,37.32,AC007193.1,
ENSG00000260092,49.84,AC009163.3,
ENSG00000260275,47.74,AC013565.1,
ENSG00000269151,62.72,AC007193.3,
ENSG00000169515,59.30,CCDC8,83987
ENSG00000260123,45.04,CARMAL,
ENSG00000135702,54.70,CHST5,23563
ENSG00000261407,52.77,AC013565.2,
ENSG00000270978,47.22,AC091982.2,
ENSG00000277531,51.28,PNMA8C,
ENSG00000222308,47.24,RNA5SP198,
ENSG00000254226,39.94,LINC01933,101927115
ENSG00000182013,52.55,PNMA8A,55228
ENSG00000109381,39.88,ELF2,1998
ENSG00000140526,44.01,ABHD2,11057
ENSG00000205084,45.26,TMEM231,79583
ENSG00000264251,51.48,RN7SL819P,
ENSG00000240305,44.87,AC091152.1,
ENSG00000230510,47.39,PPP5D1,100506012
ENSG00000286749,37.97,AC008571.2,
ENSG00000073670,59.33,ADAM11,4185
ENSG00000132911,37.97,NMUR2,56923
ENSG00000204851,61.56,PNMA8B,57469
ENSG00000204850,63.06,AC011484.1,
ENSG00000278797,60.91,AC011551.1,
ENSG00000249210,52.20,GAPDHP38,
ENSG00000160014,57.51,CALM3,808
ENSG00000242080,38.67,AC008571.1,
ENSG00000249484,37.67,LINC01470,101927134
ENSG00000271344,41.83,AC018638.6,
ENSG00000239722,57.89,IMP3P2,
ENSG00000201041,59.32,RNA5SP242,
ENSG00000252866,57.14,RNA5SP243,
ENSG00000135248,44.31,FAM71F1,84691
ENSG00000155511,41.18,GRIA1,2890
ENSG00000259992,45.00,AC025287.1,
ENSG00000276408,43.26,AC025287.2,
ENSG00000034713,47.12,GABARAPL2,11345
ENSG00000276523,51.30,AC025287.3,
