Gene_stable_ID,Gene_name,Gene end (bp),Gene start (bp),Gene_length
ENSG00000238387,,9578131,9578028,103
ENSG00000231477,,19458399,19457080,1319
ENSG00000257052,,60909742,60906789,2953
ENSG00000228331,RPL17P43,19497528,19496943,585
ENSG00000256944,,60914052,60913166,886
ENSG00000228559,,35546573,35539838,6735
ENSG00000110108,TMEM109,60923443,60914158,9285
ENSG00000179148,ALOXE3,8119047,8095900,23147
ENSG00000219023,,35556264,35555873,391
ENSG00000218749,,35607934,35607628,306
ENSG00000287458,,35652856,35650997,1859
ENSG00000212579,,35651945,35651818,127
ENSG00000265527,MIR5690,35664789,35664717,72
ENSG00000130363,RSPH3,159000202,158972871,27331
ENSG00000256196,,60925397,60916339,9058
ENSG00000164691,TAGAP,159045152,159034468,10684
ENSG00000006118,TMEM132A,60937159,60924460,12699
ENSG00000286747,,247108929,247105405,3524
ENSG00000236069,,192538102,192517190,20912
ENSG00000236244,SLC35F3-AS1,234272500,234268583,3917
ENSG00000272865,,242209129,242147230,61899
ENSG00000270575,,178194709,178194342,367
ENSG00000117222,RBBP5,205122015,205086142,35873
ENSG00000146267,FAXC,99350062,99271168,78894
ENSG00000182446,NPLOC4,81648465,81556887,91578
ENSG00000132423,COQ3,99394195,99369401,24794
ENSG00000013725,CD6,61020377,60971680,48697
ENSG00000132424,PNISR,99425331,99397629,27702
ENSG00000186088,GSAP,77416349,77310751,105598
ENSG00000179335,CLK3,74645414,74598500,46914
ENSG00000198216,CACNA1E,181808084,181317690,490394
ENSG00000269968,,6538370,6537794,576
ENSG00000245667,,6544931,6543504,1427
ENSG00000111641,NOP2,6568691,6556863,11828
ENSG00000228506,,99432323,99424922,7401
ENSG00000123552,USP45,99521728,99432325,89403
ENSG00000175325,PROP1,177996242,177992235,4007
ENSG00000207267,RNU6-1081P,11234094,11233988,106
ENSG00000175416,CLTB,176416539,176392501,24038
ENSG00000230154,AIDAP1,11308941,11308025,916
ENSG00000226961,PPIAP60,11352118,11351627,491
ENSG00000230952,,11365636,11357515,8121
ENSG00000231403,,11390367,11388023,2344
ENSG00000182612,TSPAN10,81648749,81637171,11578
ENSG00000285569,,11427186,11405508,21678
ENSG00000151247,EIF4E,98929133,98879276,49857
ENSG00000169016,E2F6,11466177,11444375,21802
ENSG00000185527,PDE6G,81663112,81650459,12653
ENSG00000197226,TBC1D9B,179907897,179862066,45831
ENSG00000204237,OXLD1,81666635,81665036,1599
ENSG00000185298,CCDC137,81673904,81666737,7167
ENSG00000273341,,77425444,77416673,8771
ENSG00000237620,GCNT1P5,77462139,77461458,681
ENSG00000287519,,77498965,77487317,11648
ENSG00000127947,PTPN12,77640069,77537295,102774
ENSG00000278928,,55706422,55704119,2303
ENSG00000260765,CES1P2,55750111,55728115,21996
ENSG00000277784,MIR6786,81693869,81693757,112
ENSG00000275902,,81697714,81697025,689
ENSG00000262049,,81703300,81701324,1976
ENSG00000262814,MRPL12,81707517,81703367,4150
ENSG00000261330,PPIAP50,77892915,77892422,493
ENSG00000261540,,78059454,78014683,44771
ENSG00000002549,LAP3,17607972,17577198,30774
ENSG00000166509,CLEC3A,78066761,78022515,44246
ENSG00000262660,,81720539,81703371,17168
ENSG00000260731,KRT8P22,78049897,78048483,1414
ENSG00000183048,SLC25A10,81721016,81712236,8780
ENSG00000207153,RNU6-933P,60985167,60985061,106
ENSG00000256733,,61067597,61055392,12205
ENSG00000261776,,78056927,78055824,1103
ENSG00000110446,SLC15A3,60952653,60937060,15593
ENSG00000186153,WWOX,79212667,78099400,1113267
ENSG00000129007,CALML4,68206079,68190705,15374
ENSG00000163623,NKX6-1,84499292,84491985,7307
ENSG00000276007,,78124332,78123243,1089
ENSG00000183476,SH2D7,78104370,78077808,26562
ENSG00000279991,,78168514,78166717,1797
ENSG00000152795,HNRNPDL,82430462,82422565,7897
ENSG00000260969,WWOX-AS1,78241989,78234652,7337
ENSG00000287106,,78275607,78273497,2110
ENSG00000260014,LSM3P5,78355834,78355529,305
ENSG00000260733,,78506568,78495926,10642
ENSG00000237732,CT75,222352989,222318275,34714
ENSG00000186765,FSCN2,81537130,81528377,8753
ENSG00000279887,,78526535,78525189,1346
ENSG00000261837,,78535648,78534374,1274
ENSG00000279129,,78553296,78550739,2557
ENSG00000140403,DNAJA4,78282196,78264086,18110
ENSG00000286894,,78796362,78793584,2778
ENSG00000243101,RPS3P7,78826006,78825281,725
ENSG00000238161,OR7E117P,3600706,3599595,1111
ENSG00000280115,,78873505,78872739,766
ENSG00000200822,Y_RNA,222405095,222404985,110
ENSG00000235548,HEBP2P1,156034080,156033247,833
ENSG00000280190,,78892302,78890231,2071
ENSG00000182048,TRPC2,3637559,3609901,27658
ENSG00000260816,,78899644,78895361,4283
ENSG00000282440,,156320255,156305108,15147
ENSG00000279732,,78981843,78981722,121
ENSG00000261537,,79004730,78994345,10385
ENSG00000280274,,79017429,79016136,1293
ENSG00000260694,,79078234,79077376,858
ENSG00000260479,,79101754,79090050,11704
ENSG00000153234,NR4A2,156342348,156324437,17911
ENSG00000260511,,79110882,79105957,4925
ENSG00000277954,,79206739,79202624,4115
ENSG00000285918,,79211264,79208493,2771
ENSG00000261722,,79229453,79212711,16742
ENSG00000266714,MYO15B,75626849,75588058,38791
ENSG00000222244,RNA5SP431,79264573,79264454,119
ENSG00000261472,,79516293,79505603,10690
ENSG00000175595,ERCC4,13952348,13920138,32210
ENSG00000279170,TSTD3,99589899,99520976,68923
ENSG00000167311,ART5,3642316,3638512,3804
ENSG00000274603,Y_RNA,99526205,99526097,108
ENSG00000113205,PCDHB3,141103827,141100473,3354
ENSG00000151881,TMEM267,43483893,43444252,39641
ENSG00000112237,CCNC,99568825,99542387,26438
ENSG00000129744,ART1,3664416,3645128,19288
ENSG00000172058,SERF1A,70918530,70900669,17861
ENSG00000201279,Y_RNA,3663911,3663815,96
ENSG00000200201,Y_RNA,3665259,3665164,95
ENSG00000242307,RPS26P52,13922679,13922332,347
ENSG00000129749,CHRNA10,3671384,3665587,5797
ENSG00000262732,,13935635,13930677,4958
ENSG00000263234,,13954825,13953155,1670
ENSG00000262097,LINC02185,14016056,14001320,14736
ENSG00000261856,LINC02186,14021077,14018880,2197
ENSG00000276564,,14153235,14150833,2402
ENSG00000262529,,14200277,14191820,8457
ENSG00000262470,TVP23CP2,14200979,14200357,622
ENSG00000091262,ABCC6,16223522,16149565,73957
ENSG00000156453,PCDH1,141879246,141853090,26156
ENSG00000110713,NUP98,3797792,3671083,126709
ENSG00000221813,OR6B1,144008793,144000320,8473
ENSG00000146618,FERD3L,19145421,19144782,639
ENSG00000261794,GOLGA8H,30617752,30604028,13724
ENSG00000122783,CYREN,135170795,135092363,78432
ENSG00000170469,SPATA24,139404089,139396563,7526
ENSG00000184716,SERINC4,43800220,43794162,6058
ENSG00000115159,GPD2,156613735,156435290,178445
ENSG00000223500,RNF14P4,135129685,135128444,1241
ENSG00000152583,SPARCL1,87531061,87473335,57726
ENSG00000146859,TMEM140,135166215,135148072,18143
ENSG00000272941,,135169547,135168403,1144
ENSG00000287733,,135172414,135170816,1598
ENSG00000105875,WDR91,135211555,135183839,27716
ENSG00000082074,FYB1,39274528,39105252,169276
ENSG00000284488,MIR6890,49099914,49099854,60
ENSG00000172046,USP19,49120938,49108046,12892
ENSG00000108469,RECQL5,75667189,75626845,40344
ENSG00000167202,TBC1D2B,78077724,77984036,93688
ENSG00000143324,XPR1,180890279,180632022,258257
ENSG00000109771,LRP2BP,185395924,185363872,32052
ENSG00000118898,PPL,4960741,4882507,78234
ENSG00000235363,SNRPGP10,205351471,205351247,224
ENSG00000179452,LINC01699,181238604,181236388,2216
ENSG00000229871,RPSAP20,56208456,56207567,889
ENSG00000225222,CHCHD4P5,246179204,246178778,426
ENSG00000226814,,192801141,192800571,570
ENSG00000104059,FAM189A1,29570979,29120252,450727
ENSG00000118193,KIF14,200620751,200551497,69254
ENSG00000230778,ANKRD63,40283064,40278372,4692
ENSG00000103653,CSK,74803197,74782080,21117
ENSG00000164112,SMIM43,121765427,121758881,6546
ENSG00000164172,MOCS2,53110063,53095679,14384
ENSG00000231794,,135209837,135198401,11436
ENSG00000277138,MIR6509,135207078,135206994,84
ENSG00000146857,STRA8,135258492,135231979,26513
ENSG00000234116,,243007468,243005845,1623
ENSG00000231940,RPS7P3,233289447,233288868,579
ENSG00000198842,STYXL2,167129165,167094075,35090
ENSG00000276067,SLC23A4P,135317752,135246113,71639
ENSG00000286619,,205896082,205813322,82760
ENSG00000283436,LINC01958,156695659,156655224,40435
ENSG00000238069,RPLP0P7,156778372,156777706,666
ENSG00000287048,,156865701,156788731,76970
ENSG00000286889,,156891160,156803339,87821
ENSG00000286530,,157049716,157033837,15879
ENSG00000224177,LINC00570,11403175,11372612,30563
ENSG00000106460,TMEM106B,12243367,12211270,32097
ENSG00000251935,RN7SKP179,190553480,190553264,216
ENSG00000284052,,190649840,190607660,42180
ENSG00000241002,RPL32P13,112739106,112738672,434
ENSG00000202536,Y_RNA,112755917,112755816,101
ENSG00000241741,RPL7AP30,112788878,112788083,795
ENSG00000250500,,112798691,112797050,1641
ENSG00000120341,SEC16B,177984303,177923956,60347
ENSG00000234841,,112827607,112826307,1300
ENSG00000138386,NAB1,190692766,190646746,46020
ENSG00000251126,,112882330,112880298,2032
ENSG00000228814,,112882132,112881718,414
ENSG00000248152,ANK2-AS1,113071962,112973272,98690
ENSG00000249373,,113034551,113031287,3264
ENSG00000283193,MIR1243,113106955,113106863,92
ENSG00000275810,MIR8082,113152362,113152282,80
ENSG00000196656,,113217170,113214046,3124
ENSG00000172037,LAMB2,49133118,49121114,12004
ENSG00000239279,RN7SL184P,113420136,113419840,296
ENSG00000206820,RNU1-138P,113420486,113420323,163
ENSG00000205208,C4orf46,158672255,158666675,5580
ENSG00000103184,SEC14L5,5019157,4958330,60827
ENSG00000171503,ETFDH,158710742,158671968,38774
ENSG00000146530,VWDE,12403941,12330885,73056
ENSG00000267072,,5042250,5010909,31341
ENSG00000033011,ALG1,5087379,5033702,53677
ENSG00000285238,,6607367,6556886,50481
ENSG00000253067,,132080133,132080066,67
ENSG00000259120,SMIM6,75647975,75646243,1732
ENSG00000227616,,132149559,132147491,2068
ENSG00000235775,,132163765,132163603,162
ENSG00000224015,,132181128,132179234,1894
ENSG00000237714,P4HA2-AS1,132192808,132184876,7932
ENSG00000224431,,132203487,132199456,4031
ENSG00000283678,MIR6830,132217918,132217849,69
ENSG00000131435,PDLIM4,132273454,132257696,15758
ENSG00000161526,SAP30BP,75708062,75667251,40811
ENSG00000111642,CHD4,6614524,6570082,44442
ENSG00000198756,COLGALT2,184037729,183929854,107875
ENSG00000235852,,190882059,190880797,1262
ENSG00000115419,GLS,190965552,190880821,84731
ENSG00000183208,GDPGP1,90245811,90233808,12003
ENSG00000214433,GOLGA2P8,90295683,90291962,3721
ENSG00000279719,,79990606,79989905,701
ENSG00000270441,LAMB2P1,49160851,49140086,20765
ENSG00000206641,RNU6-449P,53764310,53764204,106
ENSG00000259301,,53837560,53837271,289
ENSG00000280362,,53914712,53910769,3943
ENSG00000259669,,53984010,53946709,37301
ENSG00000177352,CCDC71,49166331,49162535,3796
ENSG00000185909,KLHDC8B,49176486,49171598,4888
ENSG00000159173,TNNI1,201429866,201403768,26098
ENSG00000197208,SLC22A4,132344190,132294394,49796
ENSG00000162004,CCDC78,726954,722582,4372
ENSG00000259619,,54050876,54048588,2288
ENSG00000259550,HNRNPA1P74,54321565,54320731,834
ENSG00000251934,RNU6-1143P,3714875,3714772,103
ENSG00000238304,RNU7-50P,3781456,3781395,61
ENSG00000137766,UNC13C,54628707,53978201,650506
ENSG00000274970,,12440404,12439419,985
ENSG00000236048,SSBL5P,12472545,12471352,1193
ENSG00000203523,TAS2R2P,12492004,12491095,909
ENSG00000148985,PGAP2,3826371,3797724,28647
ENSG00000224667,,12507478,12506007,1471
ENSG00000225606,,12571392,12570125,1267
ENSG00000236980,C3orf84,49191858,49177634,14224
ENSG00000160991,ORAI2,102456825,102433106,23719
ENSG00000263597,MIR3936,132365599,132365490,109
ENSG00000206682,Y_RNA,31505788,31505684,104
ENSG00000178035,IMPDH2,49029447,49024325,5122
ENSG00000082213,C5orf22,31555053,31532287,22766
ENSG00000183122,OR2A3P,144158905,144153486,5419
ENSG00000240621,OR2AO1P,144177142,144176740,402
ENSG00000225932,CTAGE4,144186053,144183466,2587
ENSG00000213214,ARHGEF35,144195833,144186083,9750
ENSG00000212807,OR2A42,144239605,144228244,11361
ENSG00000170356,OR2A20P,144256244,144250045,6199
ENSG00000243896,OR2A7,144264792,144257663,7129
ENSG00000244693,CTAGE8,144269288,144266701,2587
ENSG00000244198,ARHGEF35-AS1,144280547,144194858,85689
ENSG00000259823,LYPD8,248755759,248739415,16344
ENSG00000172349,IL16,81314058,81159575,154483
ENSG00000271558,,187507119,187506838,281
ENSG00000279923,,31559875,31558573,1302
ENSG00000227554,,183754937,183754418,519
ENSG00000199765,RNU6-363P,31595669,31595565,104
ENSG00000229023,RAB1AP1,190993567,190992639,928
ENSG00000178596,GAPDHP29,94303022,94302038,984
ENSG00000230686,,191019079,191017954,1125
ENSG00000231858,,191032314,191021526,10788
ENSG00000072682,P4HA2,132295315,132190147,105168
ENSG00000284644,,144355707,144251264,104443
ENSG00000138378,STAT4,191151596,191029576,122020
ENSG00000135749,PCNX2,233295725,232983435,312290
ENSG00000219755,,99576456,99575712,744
ENSG00000204959,ARHGEF34P,144286966,144272445,14521
ENSG00000153291,SLC25A27,46678190,46652915,25275
ENSG00000228960,OR2A9P,144300934,144294480,6454
ENSG00000244479,OR2A1-AS1,144356181,144300395,55786
ENSG00000221970,OR2A1,144322737,144312419,10318
ENSG00000242973,,46688165,46670444,17721
ENSG00000050327,ARHGEF5,144380632,144355288,25344
ENSG00000180113,TDRD6,46704319,46687875,16444
ENSG00000134398,ERN2,23713226,23690310,22916
ENSG00000146070,PLA2G7,46735693,46704201,31492
ENSG00000163646,CLRN1,150972727,150926163,46564
ENSG00000271817,U3,158700909,158700691,218
ENSG00000171497,PPID,158723396,158709127,14269
ENSG00000206703,RNU6-128P,158794696,158794590,106
ENSG00000249973,CHCHD2P7,87786371,87785920,451
ENSG00000029559,IBSP,87812435,87799554,12881
ENSG00000069122,ADGRF5,46954943,46852522,102421
ENSG00000264829,,75679967,75679474,493
ENSG00000264270,,75684799,75683543,1256
ENSG00000240303,ACAD11,132660082,132558138,101944
ENSG00000152595,MEPE,87846817,87821411,25406
ENSG00000288064,,191065345,191045458,19887
ENSG00000207402,RNU6-959P,191122056,191121950,106
ENSG00000132470,ITGB4,75757818,75721328,36490
ENSG00000280083,,191156070,191154118,1952
ENSG00000230611,HMGB1P27,191174835,191174233,602
ENSG00000228509,,190843734,190672297,171437
ENSG00000230979,,47691246,47690716,530
ENSG00000116062,MSH6,47810063,47695530,114533
ENSG00000091010,POU4F3,146341728,146338839,2889
ENSG00000271724,,146376219,146375591,628
ENSG00000248842,,146407359,146400981,6378
ENSG00000277568,,146510271,146510116,155
ENSG00000250407,,146617004,146563226,53778
ENSG00000280646,RNA5SP196,146586200,146586099,101
ENSG00000241291,RN7SL791P,146656695,146656401,294
ENSG00000106410,NOBOX,144410227,144397240,12987
ENSG00000113360,DROSHA,31532196,31400494,131702
ENSG00000183199,HSP90AB3P,87894015,87891843,2172
ENSG00000286618,,88008477,87974385,34092
ENSG00000202000,RNU1-36P,88000401,88000237,164
ENSG00000118762,PKD2,88077777,88007635,70142
ENSG00000142875,PRKACB,84238498,84078062,160436
ENSG00000242978,PPIAP83,144435314,144434826,488
ENSG00000221507,RNU6ATAC40P,144451817,144451681,136
ENSG00000221836,OR2A5,144058845,144048948,9897
ENSG00000221933,OR2A25,144075870,144069811,6059
ENSG00000261583,,23712793,23711990,803
ENSG00000279756,,23755939,23753689,2250
ENSG00000166869,CHP2,23758935,23755026,3909
ENSG00000239967,OR2A41P,144077825,144077721,104
ENSG00000221858,OR2A12,144098953,144086278,12675
ENSG00000239981,OR2A15P,144119360,144118461,899
ENSG00000221938,OR2A14,144131188,144123176,8012
ENSG00000273234,OR2A13P,144142938,144142009,929
ENSG00000287610,,155536825,155534964,1861
ENSG00000216895,,155645205,155611231,33974
ENSG00000225730,ADGRF5-AS1,46909078,46903471,5607
ENSG00000166501,PRKCB,24220611,23835983,384628
ENSG00000166278,C2,31945672,31897785,47887
ENSG00000184863,RBM33,155781485,155644451,137034
ENSG00000118777,ABCG2,88231628,88090150,141478
ENSG00000274810,NPHP3-ACAD11,132722459,132558142,164317
ENSG00000177105,RHOG,3840959,3826978,13981
ENSG00000228661,STIM1-AS1,3855509,3854318,1191
ENSG00000229368,,3855399,3854612,787
ENSG00000284525,MIR4687,3856141,3856062,79
ENSG00000230593,PPIAP40,3892887,3892398,489
ENSG00000206976,,3922703,3922567,136
ENSG00000255232,,3961538,3961277,261
ENSG00000255141,HNRNPA1P76,3974237,3972881,1356
ENSG00000129048,ACKR4,132618967,132597270,21697
ENSG00000224555,,3989463,3989163,300
ENSG00000240385,RPS29P20,4019118,4018948,170
ENSG00000167325,RRM1,4138932,4094707,44225
ENSG00000251614,HSPA8P19,132650383,132645831,4552
ENSG00000202071,Y_RNA,66003940,66003839,101
ENSG00000203647,,66009200,66008770,430
ENSG00000144741,SLC25A26,66388116,66133610,254506
ENSG00000173517,PEAK1,77420144,77100656,319488
ENSG00000164690,SHH,155812463,155799980,12483
ENSG00000207061,Y_RNA,156186223,156186122,101
ENSG00000270584,,156263802,156263547,255
ENSG00000241853,,88163967,88163579,388
ENSG00000201707,RNU6-818P,88201810,88201703,107
ENSG00000182648,LINC01006,156640654,156388922,251732
ENSG00000221440,RNU6ATAC31P,88206552,88206427,125
ENSG00000251285,,88223837,88220569,3268
ENSG00000199326,RNU6-1298P,88226829,88226729,100
ENSG00000266690,MIR4274,7460118,7460028,90
ENSG00000272620,AFAP1-AS1,7778928,7754077,24851
ENSG00000196526,AFAP1,7939926,7758714,181212
ENSG00000279276,,23963351,23962951,400
ENSG00000279202,,24099971,24098239,1732
ENSG00000274466,MIR1273H,24203231,24203116,115
ENSG00000279554,,24208478,24208105,373
ENSG00000260264,LINC02194,24252863,24236104,16759
ENSG00000006116,CACNG3,24362412,24256335,106077
ENSG00000047346,FAM214A,52709817,52581317,128500
ENSG00000201541,,24333547,24333415,132
ENSG00000279418,LINC00244,156541103,156540491,612
ENSG00000239081,RNU7-24P,24400117,24400056,61
ENSG00000260072,,24495177,24472798,22379
ENSG00000234450,,156633787,156633355,432
ENSG00000105982,RNF32,156677130,156640281,36849
ENSG00000122257,RBBP6,24572863,24537693,35170
ENSG00000224443,NME2P2,47705979,47705468,511
ENSG00000224058,,47732035,47731402,633
ENSG00000283502,U6,47781465,47781379,86
ENSG00000235369,RPL36AP15,47798091,47797826,265
ENSG00000236549,RPS27AP7,47883909,47883455,454
ENSG00000287164,,7808051,7798527,9524
ENSG00000233230,,47907810,47905678,2132
ENSG00000249565,SERBP1P5,78182046,78180866,1180
ENSG00000248117,MICOS10P4,78379514,78379197,317
ENSG00000226473,PPIAP62,47940218,47939738,480
ENSG00000138772,ANXA3,78610451,78551747,58704
ENSG00000228100,LINC01820,46394228,46392291,1937
ENSG00000206759,RNU6-787P,66293220,66293114,106
ENSG00000241587,RN7SL482P,66324152,66323855,297
ENSG00000223783,LINC01983,195860404,195836193,24211
ENSG00000187600,LINC02583,46441833,46429190,12643
ENSG00000235836,KIF3AP1,195844596,195843986,610
ENSG00000284608,,46484424,46429195,55229
ENSG00000276489,MIR6829,195882395,195882329,66
ENSG00000286004,,195903417,195900986,2431
ENSG00000224614,TNK2-AS1,195913986,195908076,5910
ENSG00000253515,,46501278,46429229,72049
ENSG00000241791,RN7SL817P,46448511,46448224,287
ENSG00000284701,TMEM247,46484425,46479565,4860
ENSG00000260261,,195954485,195913078,41407
ENSG00000239122,RNU2-11P,195928775,195928589,186
ENSG00000231443,,195938739,195937243,1496
ENSG00000250565,ATP6V1E2,46542577,46490750,51827
ENSG00000185485,SDHAP1,195990318,195959748,30570
ENSG00000207222,RNU6-456P,134500284,134500178,106
ENSG00000251169,LINC01843,134509229,134506552,2677
ENSG00000119729,RHOQ,46584688,46541806,42882
ENSG00000240250,RN7SL541P,134518092,134517810,282
ENSG00000280420,,134523096,134522613,483
ENSG00000156475,PPP2R2B,147084784,146580742,504042
ENSG00000255276,RRM1-AS1,4138257,4137116,1141
ENSG00000286168,,196027694,195996262,31432
ENSG00000231548,OR55B1P,4151104,4146112,4992
ENSG00000231464,,195998233,195996738,1495
ENSG00000254480,LINC02749,4202663,4179675,22988
ENSG00000072274,TFRC,196082096,196027183,54913
ENSG00000255387,RDXP1,4212091,4210354,1737
ENSG00000167323,STIM1,4093210,3854527,238683
ENSG00000250116,RHOQ-AS1,46580238,46568256,11982
ENSG00000151665,PIGF,46617055,46580937,36118
ENSG00000224903,RNF32-AS1,156659582,156654185,5397
ENSG00000105983,LMBR1,156893216,156668946,224270
ENSG00000119878,CRIPT,46630176,46616416,13760
ENSG00000175265,GOLGA8A,34437808,34379068,58740
ENSG00000279254,,46670778,46668870,1908
ENSG00000271639,PPFIA1P1,233547032,233545482,1550
ENSG00000228949,UGT1A12P,233586291,233585439,852
ENSG00000227846,UGT1A11P,233604401,233603553,848
